feature_name
transcript_VCX3A
transcript_SPAG11B
transcript_SLC10A1
transcript_MAGEA1
transcript_SP8
transcript_RP11-520P18.5
transcript_REG3A
transcript_DMBT1
transcript_ZSCAN5B
transcript_SIX3
transcript_POU3F3
transcript_MAGEC2
transcript_LMX1A
transcript_INSL6
transcript_CLEC2A
transcript_LHFPL4
transcript_NPFFR2
transcript_C1orf189
transcript_NR4A3
transcript_FGF22
transcript_SYCE1
transcript_ANHX
transcript_NCAN
transcript_FAM216B
transcript_CARTPT
transcript_CD1E
transcript_GABRG2
transcript_LECT1
transcript_SPATA8
transcript_CRYGB
transcript_FLG
transcript_PTPRR
transcript_ARL14
transcript_C6orf15
transcript_CRNN
transcript_TAC3
transcript_LHFPL3
transcript_IRX1
transcript_SLC32A1
transcript_CSF3
transcript_AQP12B
transcript_PRB2
transcript_TMEM132D
transcript_C5orf38
transcript_FOXE1
transcript_SLC1A6
transcript_P2RX2
transcript_PYY
transcript_IGFL3
transcript_TCL1B
transcript_OR1F1
transcript_C17orf64
transcript_CALB1
transcript_FGF17
transcript_MYH4
transcript_GLRA2
transcript_ERAS
transcript_PRR9
transcript_NLRP4
transcript_GLYATL2
transcript_PROK1
transcript_BRS3
transcript_DKK4
transcript_CXCL5
transcript_GABRB1
transcript_CRYGD
transcript_T
transcript_MAGEA8
transcript_BAGE5
transcript_PCDH15
transcript_SLCO1B3
transcript_CNPY1
transcript_MUC3A
transcript_PF4
transcript_POU4F1
transcript_FGF3
transcript_MAGEA3
transcript_SOX2
transcript_DMRTB1
transcript_MCCD1
transcript_OOEP
transcript_RGR
transcript_AMELX
transcript_ZNF536
transcript_ADIPOQ
transcript_SCGB1A1
transcript_TMEM212
transcript_IGFBP1
transcript_SEZ6L
transcript_SPRR1B
transcript_AKR1C4
transcript_COX8C
transcript_TBC1D3D
transcript_OTOP1
transcript_AGTR2
transcript_FAM150A
transcript_PASD1
transcript_ITLN2
transcript_OR1N1
transcript_CDX2
transcript_GFRA2
transcript_HTR3C
transcript_REG1A
transcript_DPPA4
transcript_TDRD9
transcript_MUC17
transcript_GUCA2B
transcript_EN2
transcript_TDRD12
transcript_PRSS56
transcript_PROL1
transcript_UGT2B15
transcript_SBK2
transcript_OTX2
transcript_SHH
transcript_OR7D2
transcript_TRPM8
transcript_ADRB3
transcript_MYOZ2
transcript_STMN2
transcript_SPINK8
transcript_KCNU1
transcript_ONECUT3
transcript_COX7B2
transcript_SP9
transcript_TMEM114
transcript_DCAF8L1
transcript_SLC5A7
transcript_B4GALNT2
transcript_AQP8
transcript_PRB1
transcript_HCRT
transcript_SLC16A12
transcript_CBLN2
transcript_PAGE2
transcript_CXorf67
transcript_RP5-907C10.4
transcript_OR8G5
transcript_PNLIPRP3
transcript_SPATS1
transcript_PLA2G2E
transcript_DEFB135
transcript_TUBA3C
transcript_MAGEA6
transcript_AADACL4
transcript_OR10J1
transcript_TECRL
transcript_MAGEA12
transcript_GAGE1
transcript_C9orf57
transcript_CEACAM7
transcript_BPIFB3
transcript_CNGA2
transcript_NKX2-1
transcript_CSN2
transcript_OCM2
transcript_GFAP
transcript_CTAG2
transcript_MAGEA9B
transcript_INSL4
transcript_HOXB1
transcript_GCG
transcript_BMP5
transcript_RHAG
transcript_GPR50
transcript_MAGEB2
transcript_CRISP3
transcript_DAZL
transcript_ABCB11
transcript_PAGE1
transcript_SPATA22
transcript_ADCYAP1
transcript_CPXCR1
transcript_FGA
transcript_TCHHL1
transcript_DEFB123
transcript_PLD5
transcript_DEFB125
transcript_ST8SIA3
transcript_FOXG1
transcript_HPSE2
transcript_XAGE5
transcript_NAA11
transcript_HOXD12
transcript_SOX14
transcript_PTF1A
transcript_SSX5
transcript_NPY5R
transcript_HOXB13
transcript_ZIC3
transcript_CLEC3A
